#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:81890	ENSG00000213339.9	HGNC:23797	QTRT1	queuine tRNA-ribosyltransferase catalytic subunit 1	NM_031209.3	NP_112486.1	ENST00000250237.10	ENSP00000250237.4	MANE Select	19	10701439	10713365	+
GeneID:81892	ENSG00000119705.10	HGNC:20495	SLIRP	SRA stem-loop interacting RNA binding protein	NM_031210.6	NP_112487.1	ENST00000557342.6	ENSP00000450909.1	MANE Select	14	77708103	77717598	+
GeneID:81894	ENSG00000155287.11	HGNC:23472	SLC25A28	solute carrier family 25 member 28	NM_031212.4	NP_112489.3	ENST00000370495.6	ENSP00000359526.4	MANE Select	10	99610522	99620439	-
GeneID:81926	ENSG00000129968.17	HGNC:28756	ABHD17A	abhydrolase domain containing 17A, depalmitoylase	NM_001130111.2	NP_001123583.1	ENST00000292577.12	ENSP00000292577.6	MANE Select	19	1876810	1885496	-
GeneID:81928	ENSG00000149679.12	HGNC:16143	CABLES2	Cdk5 and Abl enzyme substrate 2	NM_031215.3	NP_112492.2	ENST00000279101.10	ENSP00000279101.5	MANE Select	20	62388634	62407285	-
GeneID:81929	ENSG00000085415.16	HGNC:30379	SEH1L	SEH1 like nucleoporin	NM_001013437.2	NP_001013455.1	ENST00000399892.7	ENSP00000382779.1	MANE Select	18	12948011	12987531	+
GeneID:81930	ENSG00000121621.7	HGNC:29441	KIF18A	kinesin family member 18A	NM_031217.4	NP_112494.3	ENST00000263181.7	ENSP00000263181.6	MANE Select	11	28020619	28108156	-
GeneID:81931	ENSG00000184635.16	HGNC:13169	ZNF93	zinc finger protein 93	NM_031218.4	NP_112495.2	ENST00000343769.6	ENSP00000342002.4	MANE Select	19	19900946	19935575	+
GeneID:81932	ENSG00000119431.10	HGNC:28171	HDHD3	haloacid dehalogenase like hydrolase domain containing 3	NM_001304509.2	NP_001291438.1	ENST00000374180.4	ENSP00000363295.3	MANE Select	9	113373422	113376986	-
GeneID:83394	ENSG00000091622.16	HGNC:21043	PITPNM3	PITPNM family member 3	NM_031220.4	NP_112497.2	ENST00000262483.13	ENSP00000262483.8	MANE Select	17	6451263	6556555	-
GeneID:83401	ENSG00000119915.5	HGNC:18047	ELOVL3	ELOVL fatty acid elongase 3	NM_152310.3	NP_689523.1	ENST00000370005.4	ENSP00000359022.3	MANE Select	10	102226299	102229589	+
GeneID:83416	ENSG00000143297.19	HGNC:18508	FCRL5	Fc receptor like 5	NM_031281.3	NP_112571.2	ENST00000361835.8	ENSP00000354691.3	MANE Select	1	157513377	157552515	-
GeneID:83417	ENSG00000163518.11	HGNC:18507	FCRL4	Fc receptor like 4	NM_031282.3	NP_112572.1	ENST00000271532.2	ENSP00000271532.1	MANE Select	1	157573747	157598085	-
GeneID:83439	ENSG00000152284.5	HGNC:11640	TCF7L1	transcription factor 7 like 1	NM_031283.3	NP_112573.1	ENST00000282111.4	ENSP00000282111.3	MANE Select	2	85133392	85310387	+
GeneID:83440	ENSG00000159322.18	HGNC:25250	ADPGK	ADP dependent glucokinase	NM_001365225.1	NP_001352154.1	ENST00000456471.3	ENSP00000397694.3	MANE Select	15	72751294	72783758	-
GeneID:83442	ENSG00000142669.15	HGNC:15568	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	NM_031286.4	NP_112576.1	ENST00000270792.10	ENSP00000270792.5	MANE Select	1	26280086	26281522	+
GeneID:83443	ENSG00000169976.7	HGNC:21083	SF3B5	splicing factor 3b subunit 5	NM_031287.3	NP_112577.1	ENST00000367569.4	ENSP00000356541.2	MANE Select	6	144094884	144095573	-
GeneID:83444	ENSG00000115274.15	HGNC:13324	INO80B	INO80 complex subunit B	NM_031288.4	NP_112578.2	ENST00000233331.12	ENSP00000233331.7	MANE Select	2	74455087	74457944	+
GeneID:83445	ENSG00000111305.19	HGNC:19716	GSG1	germ cell associated 1	NM_001080555.4	NP_001074024.1	ENST00000651961.1	ENSP00000498528.1	MANE Select	12	13083532	13103667	-
GeneID:83446	ENSG00000123171.8	HGNC:25303	CCDC70	coiled-coil domain containing 70	NM_031290.4	NP_112580.3	ENST00000242819.7	ENSP00000242819.5	MANE Select	13	51861969	51866232	+
GeneID:83447	ENSG00000151475.6	HGNC:25319	SLC25A31	solute carrier family 25 member 31	NM_031291.4	NP_112581.1	ENST00000281154.6	ENSP00000281154.4	MANE Select	4	127730400	127774292	+
GeneID:83448	ENSG00000129317.15	HGNC:25276	PUS7L	pseudouridine synthase 7 like	NM_031292.5	NP_112582.3	ENST00000344862.10	ENSP00000343081.5	MANE Select	12	43718992	43758790	-
GeneID:83449	ENSG00000118557.16	HGNC:17728	PMFBP1	polyamine modulated factor 1 binding protein 1	NM_031293.3	NP_112583.2	ENST00000237353.15	ENSP00000237353.10	MANE Select	16	72119097	72172155	-
GeneID:83450	ENSG00000171962.18	HGNC:25384	DRC3	dynein regulatory complex subunit 3	NM_031294.4	NP_112584.3	ENST00000399187.6	ENSP00000382140.1	MANE Select	17	17972862	18016889	+
GeneID:83451	ENSG00000106077.19	HGNC:16407	ABHD11	abhydrolase domain containing 11	NM_148912.4	NP_683710.2	ENST00000222800.8	ENSP00000222800.4	MANE Select	7	73736094	73738802	-
GeneID:83452	ENSG00000172007.7	HGNC:16075	RAB33B	RAB33B, member RAS oncogene family	NM_031296.3	NP_112586.1	ENST00000305626.6	ENSP00000306496.5	MANE Select	4	139454121	139476609	+
GeneID:83460	ENSG00000127774.7	HGNC:28430	EMC6	ER membrane protein complex subunit 6	NM_031298.4	NP_112588.1	ENST00000248378.6	ENSP00000248378.4	MANE Select	17	3668812	3669665	+
GeneID:83461	ENSG00000111665.12	HGNC:14624	CDCA3	cell division cycle associated 3	NM_031299.7	NP_112589.1	ENST00000538862.7	ENSP00000442068.1	MANE Select	12	6848828	6851286	-
GeneID:83463	ENSG00000213347.11	HGNC:14008	MXD3	MAX dimerization protein 3	NM_031300.4	NP_112590.1	ENST00000439742.7	ENSP00000401867.2	MANE Select	5	177307210	177311898	-
GeneID:83464	ENSG00000138613.14	HGNC:24080	APH1B	aph-1 homolog B, gamma-secretase subunit	NM_031301.4	NP_112591.2	ENST00000261879.10	ENSP00000261879.5	MANE Select	15	63277605	63309126	+
GeneID:83468	ENSG00000120820.13	HGNC:24890	GLT8D2	glycosyltransferase 8 domain containing 2	NM_001384711.1	NP_001371640.1	ENST00000360814.9	ENSP00000354053.4	MANE Select	12	103988987	104050187	-
GeneID:83473	ENSG00000167216.19	HGNC:25387	KATNAL2	katanin catalytic subunit A1 like 2	NM_001387690.1	NP_001374619.1	ENST00000683218.1	ENSP00000508137.1	MANE Select	18	46917602	47102243	+
GeneID:83475	ENSG00000129932.10	HGNC:28662	DOHH	deoxyhypusine hydroxylase	NM_001145165.2	NP_001138637.1	ENST00000427575.6	ENSP00000398882.1	MANE Select	19	3490824	3500674	-
GeneID:83478	ENSG00000138639.18	HGNC:25361	ARHGAP24	Rho GTPase activating protein 24	NM_001025616.3	NP_001020787.2	ENST00000395184.6	ENSP00000378611.1	MANE Select	4	85475150	86002666	+
GeneID:83479	ENSG00000118197.14	HGNC:25360	DDX59	DEAD-box helicase 59	NM_001031725.6	NP_001026895.2	ENST00000331314.11	ENSP00000330460.6	MANE Select	1	200644037	200669907	-
GeneID:83480	ENSG00000110060.9	HGNC:25461	PUS3	pseudouridine synthase 3	NM_031307.4	NP_112597.4	ENST00000227474.8	ENSP00000227474.3	MANE Select	11	125893485	125903206	-
GeneID:83481	ENSG00000261150.3	HGNC:15577	EPPK1	epiplakin 1	NM_031308.4	NP_112598.3	ENST00000615648.2	ENSP00000484472.1	MANE Select	8	143857324	143878467	-
GeneID:83482	ENSG00000261678.3	HGNC:15950	SCRT1	scratch family transcriptional repressor 1	NM_031309.6	NP_112599.2	ENST00000569446.3	ENSP00000455711.1	MANE Select	8	144330565	144336482	-
GeneID:83483	ENSG00000130300.9	HGNC:13635	PLVAP	plasmalemma vesicle associated protein	NM_031310.3	NP_112600.1	ENST00000252590.9	ENSP00000252590.3	MANE Select	19	17351455	17377342	-
GeneID:83538	ENSG00000204815.10	HGNC:25280	ODAD4	outer dynein arm docking complex subunit 4	NM_031421.5	NP_113609.1	ENST00000377540.6	ENSP00000478589.1	MANE Select	17	41930617	41966503	+
GeneID:83539	ENSG00000154080.14	HGNC:19898	CHST9	carbohydrate sulfotransferase 9	NM_031422.6	NP_113610.2	ENST00000618847.5	ENSP00000480991.1	MANE Select	18	26906481	27185308	-
GeneID:83540	ENSG00000143228.13	HGNC:14621	NUF2	NUF2 component of NDC80 kinetochore complex	NM_145697.3	NP_663735.2	ENST00000271452.8	ENSP00000271452.3	MANE Select	1	163321954	163355759	+
GeneID:83541	ENSG00000125898.13	HGNC:16188	FAM110A	family with sequence similarity 110 member A	NM_001042353.3	NP_001035812.1	ENST00000381941.8	ENSP00000371367.3	MANE Select	20	833715	846277	+
GeneID:83543	ENSG00000126878.13	HGNC:28904	AIF1L	allograft inflammatory factor 1 like	NM_031426.4	NP_113614.1	ENST00000247291.8	ENSP00000247291.3	MANE Select	9	131096531	131123144	+
GeneID:83544	ENSG00000119661.15	HGNC:23247	DNAL1	dynein axonemal light chain 1	NM_031427.4	NP_113615.2	ENST00000553645.7	ENSP00000452037.1	MANE Select	14	73644986	73703732	+
GeneID:83546	ENSG00000132026.15	HGNC:30310	RTBDN	retbindin	NM_001270441.2	NP_001257370.2	ENST00000674343.2	ENSP00000501410.1	MANE Select	19	12825482	12834579	-
GeneID:83547	ENSG00000167705.12	HGNC:30266	RILP	Rab interacting lysosomal protein	NM_031430.3	NP_113618.2	ENST00000301336.7	ENSP00000301336.6	MANE Select	17	1646150	1649866	-
GeneID:83548	ENSG00000136152.15	HGNC:18619	COG3	component of oligomeric golgi complex 3	NM_031431.4	NP_113619.3	ENST00000349995.10	ENSP00000258654.8	MANE Select	13	45464939	45536701	+
GeneID:83549	ENSG00000130717.13	HGNC:14859	UCK1	uridine-cytidine kinase 1	NM_031432.5	NP_113620.1	ENST00000372215.5	ENSP00000361289.4	MANE Select	9	131523801	131531263	-
GeneID:83550	ENSG00000165370.3	HGNC:14963	GPR101	G protein-coupled receptor 101	NM_054021.2	NP_473362.1	ENST00000651716.2	ENSP00000498972.1	MANE Select	X	137023929	137033995	-
GeneID:83552	ENSG00000235718.9	HGNC:18121	MFRP	membrane frizzled-related protein	NM_031433.4	NP_113621.1	ENST00000619721.6	ENSP00000481824.1	MANE Select	11	119338942	119346705	-
GeneID:83590	ENSG00000164897.14	HGNC:21709	TMUB1	transmembrane and ubiquitin like domain containing 1	NM_001136044.2	NP_001129516.1	ENST00000297533.9	ENSP00000297533.4	MANE Select	7	151081085	151083493	-
GeneID:83591	ENSG00000173451.7	HGNC:20854	THAP2	THAP domain containing 2	NM_031435.4	NP_113623.1	ENST00000308086.3	ENSP00000310796.2	MANE Select	12	71664301	71680644	+
GeneID:83592	ENSG00000165568.18	HGNC:23437	AKR1E2	aldo-keto reductase family 1 member E2	NM_001040177.3	NP_001035267.1	ENST00000298375.12	ENSP00000298375.7	MANE Select	10	4826207	4848062	+
GeneID:83593	ENSG00000266094.8	HGNC:17609	RASSF5	Ras association domain family member 5	NM_182663.4	NP_872604.1	ENST00000579436.7	ENSP00000462099.1	MANE Select	1	206507531	206589448	+
GeneID:83594	ENSG00000112874.10	HGNC:18826	NUDT12	nudix hydrolase 12	NM_031438.4	NP_113626.1	ENST00000230792.7	ENSP00000230792.2	MANE Select	5	103548855	103562789	-
GeneID:83595	ENSG00000171056.8	HGNC:18196	SOX7	SRY-box transcription factor 7	NM_031439.4	NP_113627.1	ENST00000304501.2	ENSP00000301921.1	MANE Select	8	10723768	10730511	-
GeneID:83596	ENSG00000126453.10	HGNC:13787	BCL2L12	BCL2 like 12	NM_138639.2	NP_619580.2	ENST00000246784.8	ENSP00000246784.4	MANE Select	19	49665933	49673916	+
GeneID:83597	ENSG00000163825.5	HGNC:15572	RTP3	receptor transporter protein 3	NM_031440.2	NP_113628.1	ENST00000296142.4	ENSP00000296142.3	MANE Select	3	46497976	46500950	+
GeneID:83604	ENSG00000147027.4	HGNC:18515	TMEM47	transmembrane protein 47	NM_031442.4	NP_113630.1	ENST00000275954.4	ENSP00000275954.3	MANE Select	X	34627075	34657285	-
GeneID:83605	ENSG00000136280.17	HGNC:21708	CCM2	CCM2 scaffold protein	NM_031443.4	NP_113631.1	ENST00000258781.11	ENSP00000258781.7	MANE Select	7	45000201	45076453	+
GeneID:83606	ENSG00000138867.17	HGNC:14237	GUCD1	guanylyl cyclase domain containing 1	NM_001284254.2	NP_001271183.1	ENST00000435822.6	ENSP00000405985.1	MANE Select	22	24540438	24555138	-
GeneID:83607	ENSG00000144233.11	HGNC:28658	AMMECR1L	AMMECR1 like	NM_001199140.2	NP_001186069.1	ENST00000272647.10	ENSP00000272647.6	MANE Select	2	127861630	127885956	-
GeneID:83608	ENSG00000141428.17	HGNC:28802	C18orf21	chromosome 18 open reading frame 21	NM_031446.5	NP_113634.3	ENST00000592875.6	ENSP00000465517.1	MANE Select	18	35972679	35979278	+
GeneID:83636	ENSG00000131943.20	HGNC:25443	C19orf12	chromosome 19 open reading frame 12	NM_031448.6	NP_113636.2	ENST00000323670.14	ENSP00000313332.9	MANE Select	19	29698937	29715261	-
GeneID:83637	ENSG00000122515.16	HGNC:22229	ZMIZ2	zinc finger MIZ-type containing 2	NM_031449.4	NP_113637.3	ENST00000309315.9	ENSP00000311778.4	MANE Select	7	44748847	44769881	+
GeneID:83638	ENSG00000175573.7	HGNC:28801	C11orf68	chromosome 11 open reading frame 68	NM_001135635.2	NP_001129107.1	ENST00000438576.3	ENSP00000398350.2	MANE Select	11	65916810	65919062	-
GeneID:83639	ENSG00000131126.19	HGNC:30722	TEX101	testis expressed 101	NM_001130011.3	NP_001123483.1	ENST00000598265.2	ENSP00000472769.1	MANE Select	19	43414890	43418597	+
GeneID:83640	ENSG00000169612.4	HGNC:31022	RAMAC	RNA guanine-7 methyltransferase activating subunit	NM_031452.4	NP_113640.1	ENST00000304191.4	ENSP00000307181.3	MANE Select	15	82986210	82991057	+
GeneID:83641	ENSG00000065809.14	HGNC:23726	FAM107B	family with sequence similarity 107 member B	NM_031453.4	NP_113641.2	ENST00000181796.7	ENSP00000181796.2	MANE Select	10	14518557	14774897	-
GeneID:83642	ENSG00000073169.15	HGNC:30395	SELENOO	selenoprotein O	NM_031454.2	NP_113642.1	ENST00000380903.7	ENSP00000370288.2	MANE Select	22	50201011	50217616	+
GeneID:83643	ENSG00000151468.11	HGNC:23813	CCDC3	coiled-coil domain containing 3	NM_031455.4	NP_113643.1	ENST00000378825.5	ENSP00000368102.3	MANE Select	10	12896625	13001713	-
GeneID:83648	ENSG00000154319.16	HGNC:15549	FAM167A	family with sequence similarity 167 member A	NM_053279.3	NP_444509.2	ENST00000284486.9	ENSP00000284486.4	MANE Select	8	11421476	11466753	-
GeneID:83650	ENSG00000177710.6	HGNC:15546	SLC35G5	solute carrier family 35 member G5	NM_054028.2	NP_473369.1	ENST00000382435.5	ENSP00000371872.5	MANE Select	8	11331012	11332360	+
GeneID:83657	ENSG00000168589.15	HGNC:15467	DYNLRB2	dynein light chain roadblock-type 2	NM_130897.3	NP_570967.1	ENST00000305904.11	ENSP00000302936.6	MANE Select	16	80540993	80550811	+
GeneID:83658	ENSG00000125971.17	HGNC:15468	DYNLRB1	dynein light chain roadblock-type 1	NM_014183.4	NP_054902.1	ENST00000357156.7	ENSP00000349679.2	MANE Select	20	34516422	34540958	+
GeneID:83659	ENSG00000167858.13	HGNC:15534	TEKT1	tektin 1	NM_053285.2	NP_444515.1	ENST00000338694.7	ENSP00000341346.2	MANE Select	17	6797993	6831729	-
GeneID:83660	ENSG00000171914.17	HGNC:15447	TLN2	talin 2	NM_015059.3	NP_055874.2	ENST00000636159.2	ENSP00000490662.2	MANE Select	15	62390550	62844631	+
GeneID:83661	ENSG00000166959.8	HGNC:13380	MS4A8	membrane spanning 4-domains A8	NM_031457.2	NP_113645.1	ENST00000300226.7	ENSP00000300226.2	MANE Select	11	60699612	60715807	+
GeneID:83666	ENSG00000138496.17	HGNC:24118	PARP9	poly(ADP-ribose) polymerase family member 9	NM_001146105.2	NP_001139577.1	ENST00000682323.1	ENSP00000507390.1	MANE Select	3	122527924	122564300	-
GeneID:83667	ENSG00000130766.5	HGNC:20746	SESN2	sestrin 2	NM_031459.5	NP_113647.1	ENST00000253063.4	ENSP00000253063.3	MANE Select	1	28259518	28282491	+
GeneID:83690	ENSG00000121005.9	HGNC:18206	CRISPLD1	cysteine rich secretory protein LCCL domain containing 1	NM_031461.6	NP_113649.1	ENST00000262207.9	ENSP00000262207.4	MANE Select	8	74984505	75034558	+
GeneID:83692	ENSG00000102181.21	HGNC:18237	CD99L2	CD99 molecule like 2	NM_031462.4	NP_113650.2	ENST00000370377.8	ENSP00000359403.3	MANE Select	X	150766336	150898668	-
GeneID:83693	ENSG00000103160.12	HGNC:16475	HSDL1	hydroxysteroid dehydrogenase like 1	NM_031463.5	NP_113651.4	ENST00000219439.9	ENSP00000219439.4	MANE Select	16	84122141	84145177	-
GeneID:83694	ENSG00000198208.12	HGNC:20222	RPS6KL1	ribosomal protein S6 kinase like 1	NM_031464.5	NP_113652.2	ENST00000557413.6	ENSP00000450567.1	MANE Select	14	74903951	74923260	-
GeneID:83695	ENSG00000171792.11	HGNC:28206	RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1	NM_001252499.3	NP_001239428.1	ENST00000489288.7	ENSP00000438590.1	MANE Select	12	2877223	2889524	+
GeneID:83696	ENSG00000167632.18	HGNC:30832	TRAPPC9	trafficking protein particle complex subunit 9	NM_001160372.4	NP_001153844.1	ENST00000438773.4	ENSP00000405060.3	MANE Select	8	139727725	140457744	-
GeneID:83697	ENSG00000113073.15	HGNC:11035	SLC4A9	solute carrier family 4 member 9	NM_031467.3	NP_113655.2	ENST00000506757.7	ENSP00000424424.1	MANE Select	5	140360194	140375141	+
GeneID:83698	ENSG00000183166.11	HGNC:13248	CALN1	calneuron 1	NM_031468.4	NP_113656.2	ENST00000395275.7	ENSP00000378690.2	MANE Select	7	71779491	72412338	-
GeneID:83699	ENSG00000198478.8	HGNC:15567	SH3BGRL2	SH3 domain binding glutamate rich protein like 2	NM_031469.4	NP_113657.1	ENST00000369838.6	ENSP00000358853.4	MANE Select	6	79631329	79703655	+
GeneID:83700	ENSG00000166086.13	HGNC:15532	JAM3	junctional adhesion molecule 3	NM_032801.5	NP_116190.3	ENST00000299106.9	ENSP00000299106.4	MANE Select	11	134069072	134152001	+
GeneID:83706	ENSG00000149781.13	HGNC:23151	FERMT3	FERM domain containing kindlin 3	NM_031471.6	NP_113659.3	ENST00000345728.10	ENSP00000339950.5	MANE Select	11	64206721	64223891	+
GeneID:83707	ENSG00000149743.14	HGNC:20316	TRPT1	tRNA phosphotransferase 1	NM_001033678.4	NP_001028850.2	ENST00000317459.11	ENSP00000314073.6	MANE Select	11	64223816	64226186	-
GeneID:83714	ENSG00000053702.15	HGNC:23078	NRIP2	nuclear receptor interacting protein 2	NM_031474.3	NP_113662.1	ENST00000337508.9	ENSP00000337501.4	MANE Select	12	2825348	2835035	-
GeneID:83715	ENSG00000187017.18	HGNC:13281	ESPN	espin	NM_031475.3	NP_113663.2	ENST00000645284.1	ENSP00000496593.1	MANE Select	1	6424776	6460944	+
GeneID:83716	ENSG00000103196.12	HGNC:25248	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2	NM_031476.4	NP_113664.1	ENST00000262424.10	ENSP00000262424.5	MANE Select	16	84819985	84909508	+
GeneID:83719	ENSG00000090238.12	HGNC:18327	YPEL3	yippee like 3	NM_031477.5	NP_113665.3	ENST00000398841.6	ENSP00000381821.1	MANE Select	16	30092314	30096213	-
GeneID:83723	ENSG00000149926.14	HGNC:25295	TLCD3B	TLC domain containing 3B	NM_031478.6	NP_113666.2	ENST00000380495.9	ENSP00000369863.4	MANE Select	16	30024427	30031271	-
GeneID:83729	ENSG00000139269.3	HGNC:24029	INHBE	inhibin subunit beta E	NM_031479.5	NP_113667.1	ENST00000266646.3	ENSP00000266646.2	MANE Select	12	57455307	57458025	+
GeneID:83732	ENSG00000124784.9	HGNC:18656	RIOK1	RIO kinase 1	NM_031480.3	NP_113668.2	ENST00000379834.7	ENSP00000369162.2	MANE Select	6	7389808	7418037	+
GeneID:83733	ENSG00000182902.14	HGNC:10988	SLC25A18	solute carrier family 25 member 18	NM_031481.3	NP_113669.1	ENST00000327451.11	ENSP00000329033.5	MANE Select	22	17563498	17590995	+
GeneID:83734	ENSG00000152348.16	HGNC:20315	ATG10	autophagy related 10	NM_031482.5	NP_113670.1	ENST00000282185.8	ENSP00000282185.3	MANE Select	5	81972023	82256133	+
GeneID:83737	ENSG00000078747.16	HGNC:13890	ITCH	itchy E3 ubiquitin protein ligase	NM_031483.7	NP_113671.3	ENST00000374864.10	ENSP00000363998.4	MANE Select	20	34363273	34511773	+
GeneID:83740	ENSG00000277745.1	HGNC:14455	H2AB3	H2A.B variant histone 3	NM_080720.3	NP_542451.1	ENST00000615853.1	ENSP00000482564.1	MANE Select	X	155459415	155460005	-
GeneID:83741	ENSG00000008197.5	HGNC:15581	TFAP2D	transcription factor AP-2 delta	NM_172238.4	NP_758438.2	ENST00000008391.4	ENSP00000008391.4	MANE Select	6	50713526	50773033	+
GeneID:83742	ENSG00000155254.13	HGNC:28674	MARVELD1	MARVEL domain containing 1	NM_031484.4	NP_113672.1	ENST00000285605.8	ENSP00000441365.1	MANE Select	10	97713730	97718150	+
GeneID:83743	ENSG00000105447.13	HGNC:21270	GRWD1	glutamate rich WD repeat containing 1	NM_031485.4	NP_113673.3	ENST00000253237.10	ENSP00000253237.4	MANE Select	19	48445983	48457022	+
GeneID:83744	ENSG00000127081.14	HGNC:23385	ZNF484	zinc finger protein 484	NM_031486.4	NP_113674.1	ENST00000375495.8	ENSP00000364645.3	MANE Select	9	92844182	92878038	-
GeneID:83746	ENSG00000100395.15	HGNC:18594	L3MBTL2	L3MBTL histone methyl-lysine binding protein 2	NM_031488.5	NP_113676.2	ENST00000216237.10	ENSP00000216237.5	MANE Select	22	41205312	41231271	+
GeneID:83752	ENSG00000102910.14	HGNC:20598	LONP2	lon peptidase 2, peroxisomal	NM_031490.5	NP_113678.2	ENST00000285737.9	ENSP00000285737.4	MANE Select	16	48244300	48357349	+
GeneID:83755	ENSG00000213416.4	HGNC:16776	KRTAP4-12	keratin associated protein 4-12	NM_031854.3	NP_114060.1	ENST00000394014.2	ENSP00000377582.1	MANE Select	17	41123091	41124182	-
GeneID:83756	ENSG00000169962.5	HGNC:15661	TAS1R3	taste 1 receptor member 3	NM_152228.3	NP_689414.2	ENST00000339381.6	ENSP00000344411.5	MANE Select	1	1331280	1335314	+
GeneID:83758	ENSG00000139194.8	HGNC:15847	RBP5	retinol binding protein 5	NM_031491.4	NP_113679.1	ENST00000266560.8	ENSP00000266560.3	MANE Select	12	7123686	7128889	-
GeneID:83759	ENSG00000173914.12	HGNC:28842	RBM4B	RNA binding motif protein 4B	NM_031492.4	NP_113680.1	ENST00000310046.9	ENSP00000310471.4	MANE Select	11	66664998	66677887	-
GeneID:83786	ENSG00000126391.14	HGNC:25462	FRMD8	FERM domain containing 8	NM_031904.5	NP_114110.1	ENST00000317568.10	ENSP00000319726.4	MANE Select	11	65386637	65413525	+
GeneID:83787	ENSG00000170632.14	HGNC:21706	ARMC10	armadillo repeat containing 10	NM_031905.5	NP_114111.2	ENST00000323716.8	ENSP00000319412.3	MANE Select	7	103075140	103099759	+
GeneID:83795	ENSG00000095981.11	HGNC:14464	KCNK16	potassium two pore domain channel subfamily K member 16	NM_001135106.2	NP_001128578.1	ENST00000437525.3	ENSP00000415375.2	MANE Select	6	39316171	39322702	-
GeneID:83844	ENSG00000134588.13	HGNC:13485	USP26	ubiquitin specific peptidase 26	NM_031907.3	NP_114113.1	ENST00000511190.6	ENSP00000423390.1	MANE Select	X	133023168	133097109	-
